GeneID	Name	Exons	Size	A_0	A_1	AR_0	AR_1	B_0	B_1	BR_0	BR_1	C_0	C_1	CR_0	CR_1	D_0	D_1	DR_0	DR_1	E_0	E_1	ER_0	ER_1	F_0	F_1	FR_0	FR_1	G_0	G_1	H_0	H_1	I_0	I_1	J_0	J_1	K_0	K_1	KR_0	KR_1	L_0	L_1	M_0	M_1	N_0	N_1	O_0	O_1	P_0	P_1	Q_0	Q_1	S_0	S_1	T_0	T_1	U_0	U_1
PVP01_0101700	PIR protein	3	879	0	0	0	8.730517654	0	3.479030538	3.812802423	0	0.996919891	0	6.366256383	1.762965802	1.830783483	1.525784829	3.964825193	2.93811446	0	0	0	0	0	1.90795094	0	0	2.015692976	0	0	0	0	0	7.680815721	5.064156432	3.374646277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667958882	0
PVP01_0102400	VIR protein	3	1260	117.121314	82.35184633	238.3785099	606.0122534	136.0292819	116.4978226	226.6220823	194.4720872	200.5562492	151.6353172	244.2671943	106.5074802	197.5386318	187.3373144	202.4163407	276.0241943	183.4538055	80.47645832	123.8570455	196.1176551	198.2769723	157.0607043	199.2756709	49.35343319	523.1011228	179.06125	146.4722358	151.4999929	91.29537536	76.17575629	960.8550247	167.8104694	171.6438593	163.4985766	895.9482885	175.9083928	241.0514648	104.4549093	62.03425026	303.0716541	377.29366	53.28893349	103.6024964	0	111.3325917	181.7479265	167.2418394	134.138192	130.9166708	0	156.8108469	122.492964	328.9824723	59.43466173
PVP01_0102500	Plasmodium exported protein (PHIST)%2C unknown function%2C pseudogene	3	1992	45.58939006	56.82547994	220.6559818	306.2715557	25.76677333	26.86555585	124.5017803	21.9659737	35.63237919	18.6619816	95.9812223	380.7214922	45.6441343	19.5249905	89.86267614	49.69867807	67.26959866	0	164.5209551	41.35010801	27.47055333	22.73162634	124.4108789	22.70366039	192.4187396	60.17024309	42.76066199	0	115.4941495	96.36692061	272.1104134	45.81002351	24.09656379	15.91042682	189.7391446	50.0703106	168.8595232	51.05476812	39.23853179	191.7019499	202.6627591	44.94247403	59.99380944	0	21.22992591	12.10116188	74.4084455	33.9385787	12.93886524	0	85.66200427	0	188.0485326	125.3140458
PVP01_0102600	small exported membrane protein 1%2C putative	1	344	1616.965547	932.3343279	7841.138602	10384.60813	642.1255402	364.4790162	4855.710289	1399.181441	1361.565077	600.6453149	2066.846466	4291.260684	2555.789709	768.0508091	2323.694564	1919.434304	4392.039918	1277.329833	6578.105297	2394.459743	818.0931563	702.0372042	4587.974749	821.687709	5384.056568	758.3426123	742.8421978	277.4563824	4480.904411	3348.190218	8425.978447	1449.290908	1726.169027	690.9935369	8343.329771	2255.104687	3817.395857	1321.696897	852.0692804	2220.176071	6010.375746	1171.117259	1325.487557	0	1351.297428	840.8900396	1074.596387	98.26402437	434.5653297	0	3324.356802	336.4995667	3613.275028	870.7869045
PVP01_0102800	chitinase	1	1952	0	9.664989417	4.503552415	3.931416505	7.512794566	25.84944642	5.150799174	0	45.22872843	28.34515239	4.140893197	8.256315665	0.549610206	1.374144329	1.785390033	2.646109232	0	0	0	0	330.8951187	3.436657534	11.6937102	0	27.83556345	18.05977643	14.54563502	0	0	0	8.646819953	6.841281	4.144440309	0	4.087118561	39.74159899	30.90122266	33.7123939	0	0	5.798570594	0	16.95411437	0	0.35227586	0	16.46744286	0	5.281602368	0	0	0	14.13698017	12.78819566
PVP01_0103000	tRNA Tyrosine	1	83	0	113.6509599	52.95743563	46.22966878	0	0	32.30316462	0	7.918306486	0	22.47365205	97.08631432	6.462886272	0	15.26870249	31.1156941	161.4470368	0	0	0	15.69745904	0	0	0	35.5781953	0	0	0	0	1156.403047	20.33565367	0	3.248974893	0	12.01514372	0	34.1993971	0	0	0	0	0	44.30312082	0	37.28182112	0	0	0	0	0	36.06821232	0	21.22177797	0
PVP01_0103200	conserved Plasmodium protein%2C unknown function	1	5498	20.64706825	54.90304646	6.928710203	5.58321209	75.68546116	28.92315894	39.74440835	73.21884694	40.24443026	59.75269483	94.14776116	9.244892622	64.10106426	87.08545956	84.24863463	70.46023854	24.98200555	18.44313159	0	29.96341039	92.36104529	46.06046205	21.35167081	78.14552005	51.77669265	57.70719396	81.33703221	11.57329884	0	0	26.88400258	71.2482045	55.0316544	63.4101987	23.21733119	8.062734629	23.29748398	22.85026705	0	0	12.35228425	32.56653629	46.81723026	34.12257847	71.79097537	70.15064232	51.31990275	33.81512079	39.37858208	0	66.42901382	21.05417442	37.80394569	34.05223435
PVP01_0103300	conserved Plasmodium protein%2C unknown function	1	536	360.0371047	228.7861674	352.6214324	42.95219226	389.8803986	393.6691813	91.28958696	65.30779047	676.6335698	443.5540404	140.3624923	104.0807646	229.1792526	282.7455778	145.4087535	205.5803073	93.75072798	189.1797341	87.3469463	0	179.2687895	228.4094925	188.5953602	200.393689	133.3253042	157.847837	185.4025718	296.7817025	85.84490518	0	203.3348569	174.4016112	163.5095107	118.2595904	323.7363911	289.4611986	348.8609675	290.1918954	291.6535646	0	281.5624328	250.5375231	281.2752242	350.0110754	133.4231674	157.4054116	256.5425509	189.1949126	211.5794143	0	189.8964462	0	504.9806532	232.8596822
PVP01_0103500	conserved Plasmodium protein%2C unknown function	1	431	0	164.1478481	156.3739283	115.7350641	240.3048397	287.3590433	181.958255	121.8270616	392.90845	357.0436945	320.9838896	175.4588647	263.853705	245.8283627	212.4422081	235.689952	132.1355968	156.8450696	72.41757651	0	266.7748565	186.7755593	136.1850187	183.630998	217.8772359	196.3026465	131.7544295	110.7250528	133.4479965	445.3895727	240.5633011	397.6302782	237.1299378	73.53496572	134.2016285	282.8411049	255.2060578	194.3244675	90.6765143	0	175.0782645	155.7866733	191.9630583	0	234.5323534	307.6109735	240.3168356	196.0720672	227.2436991	0	173.6462658	89.52502008	212.5132105	115.8355356
PVP01_0103700	erythrocyte membrane-associated antigen%2C putative	1	6986	92.62098671	215.369057	124.3683569	257.0491346	152.1916243	77.91813285	285.5403696	345.7405272	75.51218664	72.27080652	651.2308475	981.9162819	114.3711617	164.9099082	618.3676981	298.0873993	142.9011955	113.6992046	78.18631132	182.7549291	133.0677603	110.669621	147.0334245	300.2206475	109.141436	208.9122675	209.3105636	40.98697203	137.491933	137.3911436	80.93799747	199.4397605	123.7540397	138.3701534	82.22444761	99.9399386	177.4093724	88.20340769	16.7828132	273.3111109	137.7181267	64.07486993	92.37638268	40.28183577	178.554746	113.8680185	67.48524344	72.57978324	60.50632704	0	175.6944268	165.6968952	87.99473839	39.30548772
PVP01_0103800	conserved Plasmodium protein%2C unknown function	9	779	0	12.10915234	84.63672319	49.25625814	158.8391868	306.1993476	80.02186384	33.70183796	249.1640661	146.492405	96.17896063	38.59197771	27.54400825	77.47422196	44.33117826	118.2449633	34.40334802	0	40.06672077	0	213.2456487	219.593152	192.5548553	7.257010831	96.28491826	0	136.6804215	163.3632786	0	0	90.07281187	45.71392559	40.15549457	61.02741378	276.5179674	42.67867297	163.5172393	161.2718463	50.16890586	0	188.8889954	86.1926267	202.9754021	0	15.88904315	201.1371554	261.3369793	86.78517171	317.6283796	0	0	0	325.6003726	112.1552667
PVP01_0104000	conserved Plasmodium protein%2C unknown function	1	3122	10.90815963	31.72543611	82.12756273	61.45199406	140.0382982	173.865164	57.75406442	39.24324629	268.7891372	132.9189721	47.10084913	42.38944545	31.09927626	22.33842824	37.04078652	79.68953174	46.14065297	16.23964406	34.9910039	52.7670821	42.35850215	68.75956957	276.7878837	18.10765995	93.26227888	31.61675659	95.49242004	71.33407738	51.58393406	61.48715754	68.42881393	34.21955288	38.52355944	25.37922023	305.3739987	134.8893954	131.4943267	68.98367433	300.434934	0	356.5074622	229.4052742	263.8320379	60.09158758	29.73470038	15.44235392	335.7675145	265.2688012	148.6021627	311.9284197	11.50670707	0	494.2322333	167.9095825
PVP01_0104300	conserved Plasmodium protein%2C unknown function	1	10328	4.396498112	31.05373827	26.81200919	28.23554906	192.399701	247.9794557	17.45819027	1.694663812	268.5385389	345.291875	19.56580054	19.14552184	8.2322328	41.42443763	12.91475289	93.93858577	16.54253744	19.63600648	30.22073536	7.975350035	32.7677618	92.07101017	123.766736	12.58945227	61.4729759	51.88233837	128.5221214	164.8046495	21.16199928	111.5198911	24.09359786	42.88474571	26.97171363	65.97712624	81.10920026	52.57835095	132.8852542	150.0238325	51.0845564	0	73.79291181	145.1927371	141.1690119	54.49436573	6.558170422	18.67197093	288.7577939	216.0134014	166.7038988	212.1554206	8.695763815	29.88790368	125.6930074	61.63296158
PVP01_0104500	conserved Plasmodium protein%2C unknown function	1	5912	11.52072881	28.72032038	6.939167817	2.596118071	79.99753781	40.34663257	34.58028638	26.64451803	37.3335918	42.84615262	78.93084668	21.59859741	47.99829966	97.54751214	67.6308995	53.58580066	18.69940095	40.0204309	0	13.93258037	105.3418454	85.66996629	13.78921945	43.98642188	71.52709709	52.47354798	69.63796577	10.76285471	17.51166368	0	23.16605588	83.20009848	34.62037742	75.05243287	45.71323202	14.99625	27.78773323	14.1667533	26.4422041	0	16.5927523	22.71449804	37.00794353	0	45.65285399	79.50905483	44.101352	22.87065249	40.10873138	0	23.79940735	130.5320827	36.94427247	8.444708365
PVP01_0104600	phosphoinositide-binding protein%2C putative	1	2417	75.14610261	224.4100977	94.56528432	69.85136549	492.2201474	727.5088994	111.4840081	97.75903431	687.7192785	868.8193802	226.2505709	65.14030994	139.1539365	371.2202294	152.0553037	393.2138024	112.2681452	188.7883818	25.82703804	136.3167814	313.0545491	357.3441338	226.6557449	95.89642902	195.2370027	218.7795838	361.2276361	440.9608813	57.11154635	436.8208449	127.1954932	232.05444	174.3840562	190.1351958	214.5525871	197.160048	295.3642179	366.3209744	323.3891408	0	204.4909783	287.0591287	375.7791808	77.61933655	181.9393318	254.3196603	719.6408035	804.1631783	473.4693208	402.9129194	123.8585694	95.78473393	397.4159132	216.8861053
PVP01_0104900	phosphopantetheine adenylyltransferase%2C putative	1	4001	0	14.146008	2.929579044	0	38.02777195	6.878932914	24.62702522	30.62169831	15.11226901	14.47721042	70.3979708	11.46452123	41.6291611	55.97963819	49.49162346	47.98136983	16.74594358	33.79166458	0	20.58720699	64.31407083	34.79089647	3.2600596	40.97553904	36.46031401	42.29264716	40.80485065	11.92764253	5.750171105	0	23.92545164	57.29736702	36.32826538	138.6247136	12.9610998	2.769864721	6.828553701	17.94276691	0	0	1.885996801	33.56363719	11.9477799	46.88976167	50.09942076	54.22385159	6.248747235	0	12.88388881	0	41.90078752	38.57563974	9.978814867	9.358619568
PVP01_0105300	conserved Plasmodium protein%2C unknown function	1	2423	23.42500645	23.35871978	10.88435945	14.25239892	70.73747224	150.8209275	25.72721087	14.44695654	120.6122893	91.34087901	37.33705585	18.03551123	13.94735135	21.03353894	20.39817993	43.70066323	13.8259431	0	0	50.99220914	40.59765873	47.06646455	80.74803009	13.99887273	79.46139565	34.91805226	61.52029207	78.78249734	28.4850614	118.8379524	25.17707632	22.96426694	17.25054148	0	92.19378955	18.29505365	51.54609913	41.97321424	72.58237701	0	99.65660025	36.94816685	87.26233765	38.71356509	11.35191875	9.948623388	144.4561814	69.75407425	97.86331817	200.9575993	27.1814097	95.54754516	162.8375138	30.90700528
PVP01_0105400	conserved Plasmodium protein%2C unknown function	1	3968	0	74.88418211	2.953942982	5.802009842	35.11019719	30.4419556	27.36569755	61.7527293	19.24067324	31.80971864	64.01045108	5.858040348	47.85597895	23.32166725	62.19937608	35.79716319	21.95077529	25.55452054	0	41.51684232	37.84223005	26.62716714	1.643585995	61.26211991	42.41946622	26.65273458	51.87747651	8.01789277	2.898996294	0	37.25006204	39.26380359	57.29020269	7.987290883	6.785770433	0	10.19388531	45.22997128	9.849187919	0	5.705045262	0	29.1911566	0	70.79182269	106.3121228	17.55199218	25.55657085	12.99103808	0	43.00370779	0	22.04718818	18.87290166
PVP01_0105500	origin recognition complex subunit 2%2C putative	1	2624	51.91352801	23.3668799	72.02937796	77.50164366	301.4451558	318.7429707	56.70904262	0	253.8042546	170.0061007	31.04116092	20.43360676	23.30481323	399.1805485	28.85720764	110.5611128	37.02391554	109.4896937	124.8954811	94.17234965	342.3559584	374.5328055	219.9599111	38.77965163	106.6857743	48.36496225	105.5002003	60.62309167	48.2223286	73.15659522	46.40510255	66.16019308	23.73955626	24.15668462	305.1819032	139.3725414	158.2080532	104.8746976	297.8778785	0	406.9135129	221.7664458	367.1553603	0	4.455000813	45.93276385	325.9906591	283.4078264	231.8108161	185.5641247	15.97228	323.5046648	499.6472443	166.480474
PVP01_0106200	importin-7%2C putative	1	3749	202.8721778	275.5179378	79.72573132	23.54026079	184.094528	78.7152699	149.8275748	238.0973273	137.9068084	124.755718	312.958643	381.8521855	194.5933856	250.4175527	275.6695202	176.5823248	125.9945766	261.4572586	99.90496285	175.7682905	256.6507338	202.1990323	89.58924656	294.0454069	137.8429679	189.9451077	229.0986014	80.61949476	128.8703991	281.6206941	96.08892758	226.7847851	226.5789506	312.7933044	88.0480244	73.90123198	122.6580671	142.0205817	62.54720352	0	52.33200939	23.87981015	121.6238249	0	279.0738946	83.58807364	70.97482025	72.1319272	137.4991707	0	232.3701073	185.2587639	113.3865992	36.62151737
PVP01_0106400	conserved Plasmodium protein%2C unknown function	3	186	122.0619153	50.71521328	15.75436257	41.25873665	325.2313003	337.0451117	302.7119136	282.2981911	227.3178344	223.1037801	320.9140852	11.66400923	530.6516084	411.0021359	303.1986702	194.3894438	126.0762478	90.86051746	0	0	436.0475619	171.3155304	35.0631679	243.148879	180.9897225	265.3427798	76.32548269	427.6209477	0	0	198.3429078	227.3561198	233.4196317	255.5933083	69.70075309	59.58187498	87.75087239	32.16353513	0	0	60.85381613	0	207.581558	0	310.548216	1036.796321	105.6119872	90.86780748	304.8563603	2617.850877	241.4243244	1244.686569	56.81959908	536.8292028
PVP01_0106500	conserved Plasmodium protein%2C unknown function	2	487	0	0	0	0	15.0564425	0	11.01093496	71.87880019	1.799368757	3.550419498	17.23595286	15.91013286	8.261081529	8.261795881	12.36075145	1.767695147	0	69.40474845	0	0	19.39619298	10.33114298	0	0	140.6763303	0	58.30201142	0	0	0	23.27057347	9.140438406	16.61180181	0	43.00286552	0	18.21451462	12.28422492	80.24964613	0	0	0	0	0	19.76795626	49.49797632	0	0	0	0	18.44144737	0	9.644942211	51.25781915
PVP01_0106800	conserved Plasmodium protein%2C unknown function	1	1793	12.66230689	55.24083187	28.60036262	27.82030821	108.3719569	91.24742309	74.76750317	156.1850561	99.63979401	96.4335915	152.4084619	16.76695518	108.0019305	32.16402074	142.4213134	102.2670303	54.18335437	0	17.40768292	0	98.09817546	115.048484	36.37339225	75.67042638	104.4169433	39.32256955	134.601883	106.4640218	6.415625931	0	120.6286154	106.7539993	106.1815007	70.70512041	79.53582868	43.26581218	113.9852744	90.0865998	21.79675274	0	86.27462387	49.93051214	138.4318095	0	161.8433496	100.8317672	117.5263344	37.70532558	103.4993758	0	83.48191921	86.07982968	207.6096673	69.61114871
PVP01_0106900	DNA mismatch repair protein MSH2%2C putative	1	2627	0	12.56779743	22.86691454	24.8306291	78.85145481	98.36571479	32.14945714	6.662538198	208.6490337	99.38606724	30.29565783	12.38773725	8.167789275	14.8053982	11.69854623	54.07047718	8.926601481	12.86643034	59.40612006	0	23.31015902	48.51874938	135.30085	4.30392953	46.76223552	18.78711726	64.84905876	48.44308871	17.51536703	0	21.29443401	12.70858442	14.47383067	0	194.7441205	84.37174532	64.42654789	25.05009246	290.0992632	0	94.79018485	136.3158101	138.5758446	0	1.963197026	0	152.9522671	57.90358193	74.56569038	0	6.837445655	0	273.5646323	161.5392024
PVP01_0107000	tRNA Threonine	1	72	0	0	0	0	12.73001302	0	121.0247036	121.5450545	13.69207163	0	60.44996223	34.43659867	7.450271675	0	105.6085256	0	0	0	0	0	31.66744342	0	0	0	8.202750582	0	197.1741636	0	0	0	70.32746895	0	22.47207634	0	13.85079068	0	34.49626686	0	0	0	0	0	0	0	9.550589977	0	49.60563033	0	0	0	41.57863365	0	8.154664682	0
PVP01_0107200	tRNA Lysine	1	63	180.1866369	149.7306297	46.51287997	0	14.5485863	48.54075942	63.83720628	0	26.08013644	0	9.869381589	73.79271144	38.3156829	85.15332474	10.05795482	0	0	0	247.7140911	0	15.51058453	0	0	0	28.12371628	0	0	0	0	0	19.13672624	0	21.40197747	0	0	0	16.89613071	0	0	0	0	0	0	0	21.82991995	191.3136069	28.34607448	0	0	0	47.51843846	0	46.5980839	198.1155391
PVP01_0107500	rhoptry-associated membrane antigen%2C putative	6	2187	15.57168467	25.87936809	6.699386004	17.54486744	49.87231436	109.7660383	11.34007985	0	208.0543779	286.9898076	9.097701547	15.02172617	2.820678988	6.132441082	5.939574141	13.3834002	6.127162347	15.45501257	21.40739059	37.66319852	38.72327003	21.47164543	20.87436882	12.92458033	342.1525922	16.11919689	90.87862685	94.55760874	5.259815864	0	22.05054876	34.6015956	11.83714309	14.49180166	235.7484372	10.13463992	95.39708367	103.9468982	714.7979454	0	22.42714943	61.40288633	47.07839634	0	16.3499812	0	84.92157292	38.64063144	35.35558238	222.6430101	5.475375625	17.6430195	42.95461232	28.53515995
PVP01_0107600	AAA family ATPase%2C putative	1	1997	267.1670665	347.1846173	253.8527185	238.2552584	128.0523292	58.19057488	259.4565272	236.6385437	125.9917418	129.4409701	289.869223	489.8032792	329.5877821	173.9417626	198.9480587	178.467281	273.437276	211.5680552	93.77659132	247.4794647	167.0203354	140.2472921	153.4913439	249.1149757	271.7874815	240.078366	174.1688656	95.5883781	339.8546922	288.3769242	223.9773172	339.9286476	314.4965396	245.9941605	36.95393727	144.2854018	225.6483756	212.6948648	0	191.2219751	62.34697436	89.65989812	147.3073221	93.94388404	446.4338874	181.0629529	48.28910634	50.78040718	51.62587793	0	244.3499472	77.28649705	63.79994041	50.00011603
PVP01_0107700	conserved Plasmodium protein%2C unknown function	1	4064	16.75948542	29.01399382	10.09457681	12.27406806	150.4296617	79.01011898	33.31661282	12.92014359	112.1240512	77.85849806	76.34442643	43.31690266	57.54894892	231.0077277	54.72725268	65.24291371	30.49974471	108.1204386	0	0	174.803219	167.1311503	54.5618784	37.55824528	64.81464732	55.51603716	83.83783335	35.22822178	11.32206427	47.23496699	25.86848408	88.17351798	24.21941299	50.69099569	117.2954754	29.99619001	68.27466991	38.27334053	57.69917962	0	67.77174503	22.02888983	61.07486083	46.16287806	27.83395366	65.24622519	51.85155454	33.27049644	41.85773845	119.8130569	64.08675226	132.9217449	71.22489605	18.42708508
PVP01_0107800	conserved Plasmodium protein%2C unknown function	1	977	336.9508553	318.6181977	20.9950666	19.63696269	267.3693624	125.2023682	183.8668357	277.6750887	157.8582343	176.9758747	367.2076665	140.2137047	314.8788311	347.3026722	287.9642908	279.3193543	161.1578532	34.59581627	0	84.30851091	370.7299591	260.9186379	56.73988583	381.8955526	240.5916281	151.5468486	247.0226983	32.56396982	147.1752469	392.9639833	171.2785967	300.7082613	348.3286839	243.297622	86.76237355	56.7156026	79.89777265	189.8208225	40.0016148	0	38.61757011	251.9906579	144.9034008	192.0224529	428.6328243	357.7584031	51.17960632	121.095072	200.4954643	0	174.6557958	355.4427358	85.93697806	89.42574488
PVP01_0107900	E3 ubiquitin-protein ligase%2C putative	1	3281	24.21892925	194.065682	27.24001794	29.23698955	260.3580595	177.0901829	90.50251905	141.3641963	170.6981097	181.0210761	196.2340482	108.3477623	116.8155367	228.9095776	130.4575904	173.1705499	73.51474335	159.6774592	57.07767536	25.10497262	166.3854109	153.3455236	34.78531287	94.76581197	142.9243661	150.4229108	188.2198965	169.692921	33.30709061	146.2685964	81.35412527	228.6070727	138.9008559	178.704983	133.4336458	77.68706528	94.30111111	122.1645763	202.4952211	0	83.94525199	102.3225483	134.4892055	57.17949907	167.4569766	180.0015558	137.160097	77.26948579	116.2628618	296.812108	82.11811827	94.08176447	140.8338676	41.84519007
PVP01_0108000	RAP protein%2C putative	3	3168	7.166513968	29.7759775	2.774916135	2.422387948	80.1412183	23.16718063	72.14934251	85.63401566	26.45059293	27.01647337	136.4049472	19.56624924	113.8706296	114.7271712	104.5084368	78.53242364	29.60881577	64.01536458	9.852264986	0	169.4413856	100.5829819	15.43974723	71.37893229	68.0455446	55.63870517	71.69969586	40.17045266	0	0	50.23390639	76.57858143	73.88546313	70.02998471	28.33116275	13.99271306	9.856076247	26.43745123	24.67271317	0	10.71856989	0	42.94661744	0	106.4673724	167.399406	10.1466062	0	40.67900814	0	80.32236046	24.35939625	22.23999459	23.63878592
PVP01_0108100	ribosomal protein S8e%2C putative	1	779	393.4498965	381.4382986	639.4774641	610.7776009	308.265681	151.1368575	312.343404	269.6147037	227.3692409	143.1630322	381.5231799	637.3644154	317.4446951	347.7731741	364.0037114	358.0501693	399.9389207	498.9747031	440.7339284	0	417.7105942	204.5230337	632.0822424	312.0514657	264.593988	226.2688293	218.6886744	142.9428688	398.6994441	369.6333232	188.8124235	371.4256454	348.245065	264.4521264	250.9144519	398.334281	468.2332089	360.9417512	0	0	305.1283771	258.5778801	181.7337902	240.8291867	448.8654689	170.1929776	176.5170825	86.78517171	191.9004794	0	430.4109137	99.06362941	267.565121	144.1996286
PVP01_0108200	cytoskeleton associated protein%2C putative	3	2358	28.88488073	16.00174668	20.50472381	53.69934809	89.01291543	59.0085186	48.89312745	11.13389812	65.54542179	74.06042572	79.10573029	53.8893338	40.26559043	80.76565343	33.45613597	67.540498	28.41413073	35.83557304	52.94652329	0	226.6794968	94.5940715	19.36057872	33.5644445	46.08568266	32.89054449	72.24702178	0	19.51351534	0	14.72505348	66.07242266	13.95212882	47.04304317	78.24110765	61.09795323	49.20514401	38.05609119	149.166327	0	52.8019117	37.96667017	47.56291364	79.56146583	13.7061902	102.2286449	43.92559633	14.3353793	69.95547293	0	22.8523788	0	75.44621065	15.87948978
