GeneID	Name	Exons	Size	A_0	A_1	AR_0	AR_1	B_0	B_1	BR_0	BR_1	C_0	C_1	CR_0	CR_1	D_0	D_1	DR_0	DR_1	E_0	E_1	ER_0	ER_1	F_0	F_1	FR_0	FR_1	G_0	G_1	H_0	H_1	I_0	I_1	J_0	J_1	K_0	K_1	KR_0	KR_1	L_0	L_1	M_0	M_1	N_0	N_1	O_0	O_1	P_0	P_1	Q_0	Q_1	S_0	S_1	T_0	T_1	U_0	U_1
PVP01_0102500	Plasmodium exported protein (PHIST)%2C unknown function%2C pseudogene	3	1992	8	24	300	159	56	35	370	5	648	43	615	2447	339	29	565	115	40	0	21	2	168	27	76	8	649	17	12	0	40	2	2248	41	178	2	379	9	948	17	4	2	107	4	65	0	123	2	83	4	5	0	57	0	638	20
PVP01_0102600	small exported membrane protein 1%2C putative	1	344	49	68	1841	931	241	82	2492	55	4276	239	2287	4763	3278	197	2523	767	451	26	145	20	864	144	484	50	3136	37	36	6	268	12	12021	224	2202	15	2878	70	3701	76	15	4	548	18	248	0	1352	24	207	2	29	0	382	3	2117	24
PVP01_0102800	chitinase	1	1952	0	4	6	2	16	33	15	0	806	64	26	52	4	2	11	6	0	0	0	0	1983	4	7	0	92	5	4	0	0	0	70	6	30	0	8	7	170	11	0	0	3	0	18	0	2	0	18	0	2	0	0	0	47	2
PVP01_0103000	tRNA Tyrosine	1	83	0	2	3	1	0	0	4	0	6	0	6	26	2	0	4	3	4	0	0	0	4	0	0	0	5	0	0	0	0	1	7	0	1	0	1	0	8	0	0	0	0	0	2	0	9	0	0	0	0	0	1	0	3	0
PVP01_0103200	conserved Plasmodium protein%2C unknown function	1	5498	10	64	26	8	454	104	326	46	2020	380	1665	164	1314	357	1462	450	41	6	0	4	1559	151	36	76	482	45	63	4	0	0	613	176	1122	22	128	4	361	21	0	0	18	8	140	2	1148	32	158	11	42	0	122	3	354	15
PVP01_0103300	conserved Plasmodium protein%2C unknown function	1	536	17	26	129	6	228	138	73	4	3311	275	242	180	458	113	246	128	15	6	3	0	295	73	31	19	121	12	14	10	8	0	452	42	325	4	174	14	527	26	8	0	40	6	82	2	208	7	77	6	22	0	34	0	461	10
PVP01_0103500	conserved Plasmodium protein%2C unknown function	1	431	0	15	46	13	113	81	117	6	1546	178	445	244	424	79	289	118	17	4	2	0	353	48	18	14	159	12	8	3	10	2	430	77	379	2	58	11	310	14	2	0	20	3	45	0	294	11	58	5	19	0	25	1	156	4
PVP01_0103700	erythrocyte membrane-associated antigen%2C putative	1	6986	57	319	593	468	1160	356	2976	276	4816	584	14634	22133	2979	859	13635	2419	298	47	35	31	2854	461	315	371	1291	207	206	18	167	10	2345	626	3206	61	576	63	3493	103	6	10	255	20	351	3	3628	66	264	30	82	0	410	30	1047	22
PVP01_0103800	conserved Plasmodium protein%2C unknown function	9	779	0	2	45	10	135	156	93	3	1772	132	241	97	80	45	109	107	8	0	2	0	510	102	46	1	127	0	15	8	0	0	291	16	116	3	216	3	359	21	2	0	39	3	86	0	36	13	114	4	48	0	0	0	432	7
PVP01_0104000	conserved Plasmodium protein%2C unknown function	1	3122	3	21	175	50	477	355	269	14	7661	480	473	427	362	52	365	289	43	3	7	4	406	128	265	10	493	14	42	14	28	2	886	48	446	5	956	38	1157	36	48	0	295	32	448	2	270	4	587	49	90	4	12	0	2628	42
PVP01_0104300	conserved Plasmodium protein%2C unknown function	1	10328	4	68	189	76	2168	1675	269	2	25320	4125	650	638	317	319	421	1127	51	12	20	2	1039	567	392	23	1075	76	187	107	38	12	1032	199	1033	43	840	49	3868	259	27	0	202	67	793	6	197	16	1670	132	334	9	30	8	2211	51
PVP01_0104500	conserved Plasmodium protein%2C unknown function	1	5912	6	36	28	4	516	156	305	18	2015	293	1501	412	1058	430	1262	368	33	14	0	2	1912	302	25	46	716	44	58	4	18	0	568	221	759	28	271	8	463	14	8	0	26	6	119	0	785	39	146	8	46	0	47	20	372	4
PVP01_0104600	phosphoinositide-binding protein%2C putative	1	2417	16	115	156	44	1298	1150	402	27	15175	2429	1759	508	1254	669	1160	1104	81	27	4	8	2323	515	168	41	799	75	123	67	24	11	1275	252	1563	29	520	43	2012	148	40	0	131	31	494	2	1279	51	974	115	222	4	100	6	1636	42
PVP01_0104900	phosphopantetheine adenylyltransferase%2C putative	1	4001	0	12	8	0	166	18	147	14	552	67	906	148	621	167	625	223	20	8	0	2	790	83	4	29	247	24	23	3	4	0	397	103	539	35	52	1	77	12	0	0	2	6	26	2	583	18	14	0	10	0	56	4	68	3
PVP01_0105300	conserved Plasmodium protein%2C unknown function	1	2423	5	12	18	9	187	239	93	4	2668	256	291	141	126	38	156	123	10	0	0	3	302	68	60	6	326	12	21	12	12	3	253	25	155	0	224	4	352	17	9	0	64	4	115	1	80	2	196	10	46	2	22	6	672	6
PVP01_0105400	conserved Plasmodium protein%2C unknown function	1	3968	0	63	8	6	152	79	162	28	697	146	817	75	708	69	779	165	26	6	0	4	461	63	2	43	285	15	29	2	2	0	613	70	843	2	27	0	114	30	2	0	6	0	63	0	817	35	39	6	10	0	57	0	149	6
PVP01_0105500	origin recognition complex subunit 2%2C putative	1	2624	12	13	129	53	863	547	222	0	6080	516	262	173	228	781	239	337	29	17	21	6	2758	586	177	18	474	18	39	10	22	2	505	78	231	4	803	33	1170	46	40	0	283	26	524	0	34	10	479	44	118	2	14	22	2233	35
PVP01_0106200	importin-7%2C putative	1	3749	67	219	204	23	753	193	838	102	4720	541	3774	4619	2720	700	3262	769	141	58	24	16	2954	452	103	195	875	101	121	19	84	11	1494	382	3150	74	331	25	1296	89	12	0	52	4	248	0	3043	26	149	16	100	0	291	18	724	11
PVP01_0106400	conserved Plasmodium protein%2C unknown function	3	186	2	2	2	2	66	41	84	6	386	48	192	7	368	57	178	42	7	1	0	0	249	19	2	8	57	7	2	5	0	0	153	19	161	3	13	1	46	1	0	0	3	0	21	0	168	16	11	1	11	2	15	6	18	8
PVP01_0106500	conserved Plasmodium protein%2C unknown function	2	487	0	0	0	0	8	0	8	4	8	2	27	25	15	3	19	1	0	2	0	0	29	3	0	0	116	0	4	0	0	0	47	2	30	0	21	0	25	1	2	0	0	0	0	0	28	2	0	0	0	0	3	0	8	2
PVP01_0106800	conserved Plasmodium protein%2C unknown function	1	1793	2	21	35	13	212	107	200	32	1631	200	879	97	722	43	806	213	29	0	2	0	540	123	20	24	317	10	34	12	2	0	897	86	706	8	143	7	576	27	2	0	41	4	135	0	844	15	118	4	36	0	50	4	634	10
PVP01_0106900	DNA mismatch repair protein MSH2%2C putative	1	2627	0	7	41	17	226	169	126	2	5004	302	256	105	80	29	97	165	7	2	10	0	188	76	109	2	208	7	24	8	8	0	232	15	141	0	513	20	477	11	39	0	66	16	198	0	15	0	225	9	38	0	6	0	1224	34
PVP01_0107000	tRNA Threonine	1	72	0	0	0	0	1	0	13	1	9	0	14	8	2	0	24	0	0	0	0	0	7	0	0	0	1	0	2	0	0	0	21	0	6	0	1	0	7	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	1	0
PVP01_0107200	tRNA Lysine	1	63	1	2	2	0	1	2	6	0	15	0	2	15	9	4	2	0	0	0	1	0	3	0	0	0	3	0	0	0	0	0	5	0	5	0	0	0	3	0	0	0	0	0	0	0	4	1	1	0	0	0	1	0	5	1
PVP01_0107500	rhoptry-associated membrane antigen%2C putative	6	2187	3	12	10	10	119	157	37	0	4154	726	64	106	23	10	41	34	4	2	3	2	260	28	14	5	1267	5	28	13	2	0	200	34	96	2	517	2	588	38	80	0	13	6	56	0	104	0	104	5	15	2	4	1	160	5
PVP01_0107600	AAA family ATPase%2C putative	1	1997	47	147	346	124	279	76	773	54	2297	299	1862	3156	2454	259	1254	414	163	25	12	12	1024	167	94	88	919	68	49	12	118	6	1855	305	2329	31	74	26	1270	71	0	2	33	8	160	2	2593	30	54	6	20	0	163	4	217	8
PVP01_0107700	conserved Plasmodium protein%2C unknown function	1	4064	6	25	28	13	667	210	202	6	4160	366	998	568	872	700	702	308	37	26	0	0	2181	405	68	27	446	32	48	9	8	2	436	161	365	13	478	11	782	26	12	0	73	4	135	2	329	22	118	8	33	2	87	14	493	6
PVP01_0107800	conserved Plasmodium protein%2C unknown function	1	977	29	66	14	5	285	80	268	31	1408	200	1154	442	1147	253	888	317	47	2	0	2	1112	152	17	66	398	21	34	2	25	4	694	132	1262	15	85	5	220	31	2	0	10	11	77	2	1218	29	28	7	38	0	57	9	143	7
PVP01_0107900	E3 ubiquitin-protein ligase%2C putative	1	3281	7	135	61	25	932	380	443	53	5113	687	2071	1147	1429	560	1351	660	72	31	12	2	1676	300	35	55	794	70	87	35	19	5	1107	337	1690	37	439	23	872	67	34	0	73	15	240	2	1598	49	252	15	74	4	90	8	787	11
PVP01_0108000	RAP protein%2C putative	3	3168	2	20	6	2	277	48	341	31	765	99	1390	200	1345	271	1045	289	28	12	2	0	1648	190	15	40	365	25	32	8	0	0	660	109	868	14	90	4	88	14	4	0	9	0	74	0	981	44	18	0	25	0	85	2	120	6
PVP01_0108100	ribosomal protein S8e%2C putative	1	779	27	63	340	124	262	77	363	24	1617	129	956	1602	922	202	895	324	93	23	22	0	999	95	151	43	349	25	24	7	54	3	610	130	1006	13	196	28	1028	47	0	0	63	9	77	2	1017	11	77	4	29	0	112	2	355	9
PVP01_0108200	cytoskeleton associated protein%2C putative	3	2358	6	8	33	33	229	91	172	3	1411	202	600	410	354	142	249	185	20	5	8	0	1641	133	14	14	184	11	24	0	8	0	144	70	122	7	185	13	327	15	18	0	33	4	61	2	94	20	58	2	32	0	18	0	303	3
PVP01_0108300	conserved Plasmodium protein%2C unknown function	1	335	0	6	42	15	181	228	32	0	3501	368	53	60	32	38	35	170	16	3	0	0	224	40	45	0	106	7	13	7	4	0	177	13	96	6	143	16	535	23	15	0	41	4	125	2	8	0	190	8	75	0	0	4	460	18
PVP01_0108600	EKC/KEOPS complex subunit BUD32%2C putative	5	700	22	51	54	16	252	69	306	11	1282	123	894	911	974	238	756	196	39	11	4	1	1005	145	18	29	260	32	26	6	34	0	650	150	861	20	93	11	410	25	2	0	17	7	82	0	966	17	34	6	30	0	54	9	225	13
PVP01_0108700	heat shock protein 90%2C putative	2	2245	368	2006	2291	586	6629	1403	7892	1499	30206	3610	33485	31262	32688	5340	33579	6500	1516	420	273	217	23472	7588	1111	2567	17396	851	1233	175	1658	93	29400	4084	48747	446	4943	379	12072	1011	183	13	566	164	3220	42	44663	451	2191	85	704	7	3182	59	6198	168
PVP01_0109100	heat shock protein 110%2C putative	1	2663	203	932	970	259	2119	520	2558	280	12524	1459	8576	12084	10173	1775	8423	1910	552	194	83	42	5785	1531	400	514	3945	367	280	61	506	43	6486	1388	13180	158	735	133	5307	460	6	2	153	69	1108	4	12621	163	332	33	253	2	832	38	1551	68
PVP01_0109300	chloroquine resistance transporter%2C putative	9	1261	26	43	365	153	94	19	523	20	1551	91	733	4221	760	120	658	367	139	6	34	2	857	102	210	9	483	34	20	9	116	3	370	97	532	14	154	30	1159	20	7	1	64	1	85	0	587	18	49	0	15	0	127	4	387	2
PVP01_0109400	cloroquine resistance associated protein cg1%2C putative	1	3245	18	57	98	26	168	69	391	37	1496	148	1337	2242	991	136	1126	313	58	14	3	10	808	108	63	71	328	19	38	27	40	2	426	96	896	13	94	8	379	19	0	2	26	5	79	0	816	10	56	4	46	0	76	2	145	6
PVP01_0109800	conserved Plasmodium protein%2C unknown function	2	448	0	10	10	5	82	35	52	6	698	63	196	43	251	56	201	74	8	4	2	3	329	53	9	9	81	9	10	9	2	0	188	18	194	8	71	2	94	13	4	0	7	2	18	0	132	5	28	4	7	0	16	0	165	2
PVP01_0110200	conserved protein%2C unknown function	1	212	0	3	0	0	21	3	25	4	112	10	114	7	92	14	82	52	0	0	0	0	136	8	0	1	29	3	0	1	0	0	55	8	71	0	1	0	18	2	0	0	0	0	9	0	42	0	10	0	0	0	10	0	12	0
PVP01_0110500	conserved Plasmodium protein%2C unknown function	1	1622	8	26	35	2	424	121	309	23	1350	227	994	98	908	473	652	275	34	16	0	0	2027	280	48	27	292	22	14	8	0	0	472	127	582	18	143	6	174	17	11	0	26	2	97	0	417	24	108	6	40	0	46	13	285	1
PVP01_0110600	conserved Plasmodium protein%2C unknown function	1	5390	4	13	16	12	315	183	118	4	1216	243	203	511	131	152	101	148	6	8	2	0	351	77	32	6	480	5	14	2	7	0	46	35	55	0	26	7	204	29	2	0	4	0	51	0	40	6	91	12	20	0	2	2	86	0
PVP01_0110800	DNA repair protein RAD14%2C putative	1	1460	11	46	87	14	247	72	325	24	538	73	1436	625	1886	276	1345	278	80	18	2	5	1285	163	44	50	343	31	34	9	32	0	605	130	1199	14	82	6	327	23	2	0	18	2	103	0	1011	25	27	4	16	0	99	4	131	2
PVP01_0111300	50S ribosomal protein L1%2C mitochondrial%2C putative	1	1187	0	14	19	2	188	54	358	23	718	75	839	198	1011	149	701	208	40	8	2	4	971	63	10	43	254	23	32	8	6	0	485	107	484	6	40	2	151	14	0	0	6	2	48	0	756	28	63	6	32	0	44	0	124	8
PVP01_0111600	conserved Plasmodium protein%2C unknown function	1	2594	18	85	195	101	928	667	617	45	10593	1019	2459	860	1757	500	1434	842	70	33	32	2	2555	281	140	68	731	67	125	35	33	2	853	260	1512	36	552	36	1902	86	30	0	226	31	382	6	1023	42	353	32	139	0	176	10	1298	38
PVP01_0111700	conserved Plasmodium protein%2C unknown function	1	485	10	30	22	8	210	89	262	29	2082	209	719	276	1154	172	794	280	47	2	2	1	786	104	27	42	323	16	27	13	6	0	601	64	763	14	124	2	276	9	7	4	31	3	75	0	800	15	56	8	32	0	61	0	248	3
PVP01_0111900	regulator of chromosome condensation%2C putative	1	2060	48	148	243	44	919	739	578	53	10783	1212	2581	2172	2163	438	1925	1049	87	34	13	19	2225	459	163	129	1071	65	121	49	49	12	1601	247	2976	28	756	39	2108	138	69	2	244	26	493	6	2568	26	551	51	193	2	201	14	2004	46
PVP01_0112200	plasmepsin X%2C putative	1	1637	2	0	21	4	80	78	51	0	2166	180	85	200	12	13	37	89	8	0	0	0	127	25	16	0	394	2	2	10	2	0	152	17	34	2	132	12	457	19	4	0	39	2	76	0	12	0	82	12	5	0	6	0	352	0
PVP01_0112600	26S proteasome regulatory subunit RPN10%2C putative	2	1462	63	200	77	27	960	282	789	106	4391	526	3017	175	4604	1046	3812	1255	153	32	6	30	5255	832	54	217	1374	87	129	17	9	5	2720	398	4748	79	589	12	945	101	43	0	42	4	298	0	4263	78	178	11	95	0	316	16	766	26
PVP01_0112700	serine protease DegP%2C putative	5	2962	6	25	15	6	122	55	83	1	562	51	291	143	149	55	88	60	11	4	3	0	447	22	9	6	213	4	20	4	0	0	111	14	128	0	72	0	153	4	6	0	26	0	32	0	247	8	6	0	2	0	15	0	162	7
PVP01_0112800	conserved Plasmodium protein%2C unknown function	5	4207	89	325	516	182	987	191	1161	66	3966	548	3692	5686	2778	954	2624	1013	240	48	28	11	2450	445	185	155	1360	135	112	36	111	19	1244	511	2877	72	208	37	1598	93	22	1	55	16	255	6	3425	75	63	6	91	0	255	11	393	30
PVP01_0113300	ATP-dependent RNA helicase DHH1%2C putative	1	3785	21	69	47	9	146	53	351	31	1131	161	1156	1023	779	92	659	304	53	12	6	4	712	105	14	21	446	29	45	2	23	2	489	81	1042	11	87	0	406	31	4	0	8	2	71	0	828	18	33	4	14	0	83	2	97	10
PVP01_0113500	conserved Plasmodium protein%2C unknown function	1	1364	13	62	202	122	327	124	489	23	1987	258	1424	1503	1385	402	891	361	95	13	22	2	1324	187	71	55	379	52	39	16	47	5	1103	197	1360	37	77	22	763	45	4	0	46	6	100	0	1043	19	56	2	41	2	119	10	238	11
PVP01_0113600	V-type proton ATPase subunit a%2C putative	1	2945	47	242	220	57	1111	436	654	74	8549	862	3241	2611	3185	968	2994	904	155	52	10	12	2532	386	101	82	756	74	68	20	34	2	1290	317	1932	24	504	27	1064	74	44	0	72	7	395	2	1805	30	289	21	135	1	205	29	1664	26
PVP01_0113900	kinesin-like protein%2C putative	5	2380	8	65	24	22	306	163	286	20	2324	245	932	168	865	114	941	296	58	8	2	4	690	118	38	30	281	21	49	11	4	0	622	75	855	9	332	13	349	29	18	0	66	15	133	0	647	10	151	17	35	0	40	2	439	12
PVP01_0114000	DnaJ protein%2C putative	1	2570	36	131	176	111	488	116	430	46	2045	256	2277	2311	1418	412	1198	377	93	18	21	11	1248	165	107	69	1024	63	56	9	51	2	1081	179	1425	32	362	26	1260	64	14	2	58	14	106	2	1203	35	52	2	39	0	133	8	429	5
PVP01_0114200	ferlin%2C putative	3	5130	6	21	74	42	975	405	371	15	9422	757	1004	306	1211	764	1351	499	40	18	6	0	2771	447	141	50	478	64	85	32	14	0	449	215	400	19	748	20	2462	82	37	0	219	12	337	2	298	46	284	19	92	0	94	6	1638	37
PVP01_0114500	AAA family ATPase%2C putative	2	2953	9	47	2	0	162	41	233	17	649	77	1004	171	918	93	636	177	43	10	2	2	594	66	2	37	341	24	23	2	2	2	421	87	641	6	30	2	76	27	0	0	2	4	51	0	721	12	10	2	10	0	44	9	21	2
PVP01_0114600	conserved protein%2C unknown function	5	823	10	47	101	11	247	39	284	18	1093	123	662	979	768	324	586	184	47	19	1	9	1100	187	18	22	277	26	32	8	55	2	621	140	864	11	54	6	418	37	5	0	10	5	60	1	612	31	36	2	8	0	55	2	78	3
PVP01_0114700	conserved Plasmodium protein%2C unknown function	1	1298	8	6	35	7	140	112	28	0	1534	180	117	207	10	11	49	70	4	2	2	0	93	32	43	2	138	1	21	2	5	0	203	18	63	4	74	11	350	9	5	0	38	9	117	0	24	0	160	6	22	0	4	0	583	12
PVP01_0114800	serine/threonine protein kinase%2C FIKK family	2	4267	0	8	18	12	492	324	103	3	2884	706	383	157	170	439	345	202	18	9	6	0	890	386	26	8	302	16	35	10	2	0	182	62	112	12	111	11	423	19	0	0	22	4	91	0	71	15	218	6	44	0	4	12	228	2
PVP01_0115000	conserved Plasmodium protein%2C unknown function	1	3452	40	76	768	286	437	277	658	11	4774	382	1165	3379	1213	427	1060	465	215	32	31	5	1743	416	275	28	728	85	65	20	137	2	1060	296	614	15	478	74	2740	79	16	2	208	26	322	0	466	22	295	18	49	2	129	6	1691	24
PVP01_0115100	acetyltransferase%2C putative	6	645	1	12	17	5	98	74	236	23	1301	126	779	85	782	37	778	290	32	0	0	0	648	43	9	41	135	1	4	3	3	0	569	36	875	10	80	12	120	6	1	0	5	0	47	0	548	6	70	5	38	0	41	2	76	6
PVP01_0115200	conserved Plasmodium protein%2C unknown function	1	3599	18	44	317	93	1294	1690	287	2	32833	3056	509	366	223	76	231	911	30	8	10	4	267	196	326	10	562	34	103	63	42	6	1658	140	866	20	971	91	4705	127	38	0	274	36	1135	6	70	8	1696	162	226	5	6	1	4199	110
PVP01_0115500	alpha/beta hydrolase%2C putative	7	725	7	85	3	0	346	29	536	63	662	156	1691	28	2737	257	1833	472	59	7	0	0	1106	152	0	62	630	53	46	5	0	0	1821	140	2255	28	56	3	48	30	0	0	0	2	90	1	1949	37	13	2	33	0	98	2	17	8
PVP01_0115600	GTPase-activating protein%2C putative	1	1397	29	95	222	40	599	333	494	20	4519	449	1497	1230	1299	553	884	411	69	25	9	4	1775	402	90	51	653	50	61	11	44	8	953	186	1190	26	396	40	1045	48	16	0	74	22	215	0	1201	22	238	14	66	0	126	12	676	7
PVP01_0115800	conserved Plasmodium protein%2C unknown function	1	6185	14	80	246	92	2340	1792	432	4	15138	2826	735	1068	486	229	549	1256	54	12	2	0	956	308	234	10	994	61	203	138	27	2	860	204	630	16	684	43	2522	241	30	0	236	44	598	10	228	10	1415	106	264	10	32	11	1191	67
PVP01_0115900	tRNA pseudouridine synthase%2C putative	2	1798	19	92	64	20	245	57	286	30	1430	198	1182	664	1331	150	1119	326	71	15	7	4	752	166	16	51	503	38	47	3	23	3	725	134	1513	13	84	3	404	35	5	3	6	2	118	2	1514	28	51	3	26	2	94	4	65	5
PVP01_0116400	proteasome subunit beta type-4%2C putative	2	769	10	48	40	15	468	137	464	70	1951	268	1496	96	2239	519	2013	432	110	25	2	5	2150	354	22	117	476	56	55	10	1	4	1050	172	2342	17	190	5	312	27	22	0	31	2	100	3	1824	23	94	14	26	0	198	3	208	6
PVP01_0117000	filament assembling protein%2C putative	2	1897	2	5	14	12	87	108	63	0	1305	127	118	141	81	42	64	100	12	5	0	0	344	41	16	8	386	4	3	2	0	0	133	12	110	4	122	2	314	13	8	0	28	0	35	0	109	0	57	8	27	0	6	3	172	4
PVP01_0117100	U3 small nucleolar RNA-associated protein 14%2C putative	1	2780	12	46	213	73	211	139	417	6	1244	122	589	1378	457	113	554	295	72	6	11	2	509	73	71	13	465	28	23	4	42	4	290	92	492	4	85	14	588	20	2	2	28	3	65	0	477	8	67	4	22	0	55	0	263	3
PVP01_0117300	conserved Plasmodium protein%2C unknown function	2	409	10	18	54	12	364	445	112	8	5187	771	189	108	170	35	166	446	16	2	6	1	521	68	62	5	89	20	51	43	7	1	301	68	257	8	138	7	418	46	21	0	29	13	80	1	142	2	308	13	80	1	4	0	311	29
PVP01_0117700	inositol 5-phosphatase%2C putative	1	3890	4	22	6	4	297	53	164	10	634	122	887	135	732	227	752	153	42	2	2	2	601	62	4	27	358	18	38	2	2	0	367	73	465	12	61	2	136	6	2	0	12	2	62	0	598	14	29	6	21	0	42	4	80	4
PVP01_0117900	periodic tryptophan protein 2%2C putative	1	3209	90	227	607	317	574	162	1199	69	4344	503	2673	4870	2763	447	2089	554	283	53	75	15	1806	306	227	85	1114	93	101	26	145	6	1476	359	2524	40	218	82	2243	118	8	8	129	27	280	0	2983	49	122	4	89	0	269	11	579	17
PVP01_0118100	AP2 domain transcription factor%2C putative	2	7792	0	11	24	10	316	108	222	22	1166	180	916	673	482	211	592	196	12	14	0	2	615	124	16	22	913	27	14	10	0	0	213	76	221	9	151	2	158	11	8	0	25	6	39	0	416	8	59	4	16	0	17	2	202	4
PVP01_0118400	mannose-6-phosphate isomerase%2C putative	1	2576	24	98	148	24	478	95	443	41	2555	257	1944	1602	1164	461	1131	279	85	34	7	8	1701	272	58	71	641	65	70	10	51	5	615	239	1423	25	128	16	496	76	2	0	41	15	118	2	1433	35	69	7	46	2	135	8	221	2
PVP01_0118600	conserved Plasmodium protein%2C unknown function	1	377	4	6	20	6	202	127	135	11	1932	208	531	19	728	99	613	235	15	1	0	0	779	78	31	31	102	16	19	8	2	0	259	51	531	6	109	5	261	11	7	0	33	1	67	0	408	8	58	6	28	0	32	0	207	7
PVP01_0118700	nucleolar protein 10%2C putative	1	1724	46	118	560	264	232	87	804	37	2616	207	1615	3002	2068	210	1290	379	232	20	49	10	1266	149	208	51	923	44	57	14	123	3	1323	259	1468	23	391	35	1986	63	4	13	143	13	144	0	1405	17	108	10	31	0	157	0	713	8
PVP01_0118800	protein kinase%2C putative	5	2161	0	4	17	3	13	0	36	0	58	0	81	325	20	11	57	28	4	0	0	4	226	6	6	0	464	2	2	0	2	0	129	6	8	2	138	0	225	0	10	0	5	0	7	0	13	0	4	0	0	0	4	0	70	2
PVP01_0118900	von Willebrand factor A domain-related protein%2C putative	1	887	0	0	8	2	36	54	5	0	1178	175	4	46	8	3	5	13	0	0	0	0	639	4	17	0	48	0	2	6	0	0	54	3	31	0	25	4	70	8	0	0	0	3	19	0	1	0	46	7	8	0	0	0	53	2
PVP01_0119000	5.8S ribosomal RNA	1	149	3	10	56	32	111	27	112	12	432	37	1055	586	298	90	360	131	15	4	0	0	467	53	13	2	95	19	17	4	15	1	380	34	431	3	38	11	138	14	1	0	12	2	45	0	190	2	22	0	12	0	15	4	53	2
PVP01_0119100	28S ribosomal RNA	1	6426	762	1629	7191	3270	11630	7981	27245	724	79491	8280	67214	53034	28261	8134	41696	11736	1904	361	773	426	19372	3775	3205	1301	13352	2180	1511	514	1321	65	47438	4154	28428	606	9244	1413	43605	1673	183	24	2838	315	4419	119	18546	1149	4514	429	1980	20	3610	642	11118	1041
